circuit,run,duration_ms,proof_json_bytes
pi_pk_i,1,1650.6,722
pi_pk_i,2,763.5,725
pi_pk_i,3,742.9,723
pi_pk_i,4,779.8,723
pi_pk_i,5,744.9,725
pi_pk_i,6,748.1,721
